state,court,name,birth_date,start_date,end_date,mandatory_retirement,chief_justice,chief_term,ticket_party,appointer_name,appointer_party,law_school,source_url,scraped_at,Unnamed: 0,JID,gender,party,race,professional experience,election type,term start,term end,next election date,match_quality
Alaska,Alaska Supreme Court,Dario Borghesan,"December 11, 1979","July 1, 2020",2034,2049,False,,,Mike Dunleavy,R,Michigan,https://en.wikipedia.org/wiki/Alaska_Supreme_Court,2026-05-19T20:06:42.747140+00:00,72.0,26600207-ff00-45c5-bf9c-11433418cb40,male,unsure,white,government civil (non civil rights),appointed,"july 1, 2020","february 2, 2025","november 5, 2024",High
Alaska,Alaska Supreme Court,Jennifer S. Henderson,"June 10, 1976","July 7, 2021",2034,2046,False,,,Mike Dunleavy,R,Yale,https://en.wikipedia.org/wiki/Alaska_Supreme_Court,2026-05-19T20:06:42.747140+00:00,145.0,0ca91b9a-4b4f-43da-9179-0224db4046b4,female,unsure,white,"prosecutor, corporate, misc. private practice, judicial",appointed,"july 7, 2021","february 2, 2025","november 5, 2024",High
Alaska,Alaska Supreme Court,Jude Pate,1965,"March 22, 2023",2026,2035,False,,,Mike Dunleavy,R,Lewis and Clark,https://en.wikipedia.org/wiki/Alaska_Supreme_Court,2026-05-19T20:06:42.747140+00:00,174.0,e11b213b-7642-4897-878d-89d0d0c90b80,male,unsure,white,"public defender/other indigent defense, misc. private practice, judicial",appointed,"january 20, 2023",tbd,tbd,High
Alaska,Alaska Supreme Court,Aimee A. Oravec,"July 28, 1971","January 31, 2025",2028,2041,False,,,Mike Dunleavy,R,WashU,https://en.wikipedia.org/wiki/Alaska_Supreme_Court,2026-05-19T20:06:42.747140+00:00,2.0,bfdd825b-df12-4b24-b2e5-ad6520fc0fa5,female,unsure,white,"corporate, misc. private practice",appointed,"january 31, 2025",2028,2028,High
Arizona,Arizona Supreme Court,Ann Timmer,"September 12, 1960","October 12, 2012",2028,2030,True,,,Jan Brewer,R,ASU,https://en.wikipedia.org/wiki/Arizona_Supreme_Court,2026-05-19T20:06:43.158841+00:00,12.0,e73b93b0-c73f-498b-8edf-137b86ea6e79,female,unsure,white,"prosecutor, public defender/other indigent defense, corporate, misc. private practice, judicial","appointed, retention elected",2012,"january 1, 2029","november 2, 2028",High
Arizona,Arizona Supreme Court,John Lopez IV,1968,"December 19, 2016",2026,2038,False,,,Doug Ducey,R,ASU,https://en.wikipedia.org/wiki/Arizona_Supreme_Court,2026-05-19T20:06:43.158841+00:00,163.0,fdb454b6-a6ff-40dd-bdad-2134ed177dca,male,republican,latino,"prosecutor, corporate, government civil (non civil rights), misc. private practice","appointed, retention elected",2017,"january 4, 2027","november 3, 2026",High
Arizona,Arizona Supreme Court,Clint Bolick,"December 26, 1957","January 6, 2016",2030,2027,False,,,Doug Ducey,R,UC Davis,https://en.wikipedia.org/wiki/Arizona_Supreme_Court,2026-05-19T20:06:43.158841+00:00,54.0,db17d886-6233-4423-99a1-9f84385fefcf,male,republican,white,"civil rights for govt, other public interest org","appointed, retention elected","january 5, 2016",january 2025,"november 5, 2024",High
Arizona,Arizona Supreme Court,James Beene,1965,"April 26, 2019",2028,2035,False,,,Doug Ducey,R,Arizona,https://en.wikipedia.org/wiki/Arizona_Supreme_Court,2026-05-19T20:06:43.158841+00:00,132.0,1f501121-c8a0-4673-a372-49e8f927aec5,male,republican,white,"prosecutor, judicial, other exec branch experience","appointed, retention elected",2019,"january 1, 2029","november 2, 2028",High
Arizona,Arizona Supreme Court,Bill Montgomery,"March 2, 1967","September 6, 2019",2028,2037,False,,,Doug Ducey,R,ASU,https://en.wikipedia.org/wiki/Arizona_Supreme_Court,2026-05-19T20:06:43.158841+00:00,338.0,3e5fa8b9-ce28-4f69-bea3-13aae812e8f5,male,republican,white,"prosecutor, other public interest org, defend criminal legal system, government civil (non civil rights), misc. private practice","appointed, retention elected","september 9, 2019",january 2029,"november 2, 2028",Medium
Arizona,Arizona Supreme Court,Kathryn Hackett King,1980,"July 8, 2021",2030,2050,False,,,Doug Ducey,R,Arizona,https://en.wikipedia.org/wiki/Arizona_Supreme_Court,2026-05-19T20:06:43.158841+00:00,184.0,a3654424-8238-4e9b-ace3-a1fecd1b20a2,female,unsure,white,"civil rights for govt, corporate, other exec branch experience",appointed,"july 8, 2021","january 4, 2025","november 5, 2024",High
Arizona,Arizona Supreme Court,Maria Elena Cruz,1972,"February 3, 2025",2028,2042,False,,,Katie Hobbs,D,Arizona,https://en.wikipedia.org/wiki/Arizona_Supreme_Court,2026-05-19T20:06:43.158841+00:00,214.0,edf1458a-645c-435d-b03d-ff200dc601f2,female,democrat,black,", latino","prosecutor, public defender/other indigent defense, misc. private practice, judicial",appointed,"february 3, 2025",2028,High
Arkansas,Arkansas Supreme Court,Karen R. Baker,1963,"January 1, 2011",2030,2040,True,,,,,UA Little Rock,https://en.wikipedia.org/wiki/Arkansas_Supreme_Court,2026-05-19T20:06:43.398249+00:00,179.0,0ef768cf-ab23-41da-a914-953b791cdd33,male,unsure,white,"public defender/other indigent defense, misc. private practice, judicial","elected, nonpartisan","january 10, 2011","december 31, 2030",may / november 2030,High
Arkansas,Arkansas Supreme Court,Courtney Rae Hudson,1973,"January 1, 2011",2032,2048,False,,,,,Arkansas,https://en.wikipedia.org/wiki/Arkansas_Supreme_Court,2026-05-19T20:06:43.398249+00:00,60.0,02a8bd8f-1869-438c-b911-6b745e8e0aa5,female,republican,white,"plaintiff-side civil private practice, misc. private practice, judicial","elected, nonpartisan","january 1, 2011","december 31, 2026","november 3, 2026",High
Arkansas,Arkansas Supreme Court,Rhonda K. Wood,"December 10, 1969","January 1, 2015",2030,2046,False,,,,,UA Little Rock,https://en.wikipedia.org/wiki/Arkansas_Supreme_Court,2026-05-19T20:06:43.398249+00:00,271.0,e6925117-ebe2-4ed7-851f-7819f96c328b,female,republican,white,"misc. private practice, judicial, law professor/academia, other exec branch experience","elected, nonpartisan","january 1, 2015","december 31, 2030",may / november 2030,High
Arkansas,Arkansas Supreme Court,Shawn Womack,"August 13, 1972","January 1, 2017",2032,2048,False,,,,,Arkansas,https://en.wikipedia.org/wiki/Arkansas_Supreme_Court,2026-05-19T20:06:43.398249+00:00,302.0,857d8986-1d30-4272-ac7f-e4bc15805f40,male,republican,white,"plaintiff-side civil private practice, misc. private practice, judicial, legislative experience","elected, nonpartisan","january 1, 2017","december 31, 2024","november 5, 2024",High
Arkansas,Arkansas Supreme Court,Barbara Womack Webb,1956 or 1957,"January 1, 2021",2028,2028,False,,,,,Arkansas,https://en.wikipedia.org/wiki/Arkansas_Supreme_Court,2026-05-19T20:06:43.398249+00:00,20.0,a8d788e7-42fc-412f-8bac-d228400d4240,female,unsure,white,"prosecutor, corporate, misc. private practice, judicial, other exec branch experience","elected, nonpartisan","january 1, 2021","december 31, 2028","november 7, 2028",High
Arkansas,Arkansas Supreme Court,J. Cody Hiland,1972,"July 3, 2023",2026,2048,False,,,Sarah Huckabee Sanders,R,UA Little Rock,https://en.wikipedia.org/wiki/Arkansas_Supreme_Court,2026-05-19T20:06:43.398249+00:00,127.0,7209e0fd-b2a3-43e9-9c33-1f23e22ac1ca,male,republican,white,"prosecutor, misc. private practice, other exec branch experience",appointed,"july 3, 2023","january 1, 2025","november 7, 2024",High
Arkansas,Arkansas Supreme Court,Nicholas Bronni,1982 or 1983,"January 1, 2025",2026,2056,False,,,Sarah Huckabee Sanders,R,Michigan,https://en.wikipedia.org/wiki/Arkansas_Supreme_Court,2026-05-19T20:06:43.398249+00:00,,,,,,,,,,,
California,Supreme Court of California,Patricia Guerrero,"December 7, 1971","March 28, 2022",2034,,True,,,Gavin Newsom,D,Stanford,https://en.wikipedia.org/wiki/California_Supreme_Court,2026-05-19T20:06:43.639531+00:00,249.0,6763af42-a79b-451f-8fe4-3c2b9cf930e7,female,democrat,latino,"prosecutor, corporate, misc. private practice, judicial","appointed, retention elected","confirmed march 22, 2022","january 1, 2035","november 2, 2034",High
California,Supreme Court of California,Carol Corrigan,"August 16, 1948","January 4, 2006",2030,,False,,,Arnold Schwarzenegger,R,UC Hastings,https://en.wikipedia.org/wiki/California_Supreme_Court,2026-05-19T20:06:43.639531+00:00,40.0,38f41ada-bec7-456b-9d8c-9d1e9fe20258,female,unsure,white,"prosecutor, judicial","appointed, retention elected",2006,"january 5, 2031","november 5, 2030",High
California,Supreme Court of California,Goodwin Liu,"October 19, 1970","September 1, 2011",2034,,False,,,Jerry Brown,D,Yale,https://en.wikipedia.org/wiki/California_Supreme_Court,2026-05-19T20:06:43.639531+00:00,116.0,87d30cd4-e222-4358-bcfb-ab63015dd095,male,democrat,asian american,"corporate, law professor/academia, other exec branch experience","appointed, retention elected","september 1, 2011","january 1, 2035","november 2, 2034",High
California,Supreme Court of California,Leondra Kruger,"July 28, 1976","January 5, 2015",2030,,False,,,Jerry Brown,D,Yale,https://en.wikipedia.org/wiki/California_Supreme_Court,2026-05-19T20:06:43.639531+00:00,201.0,5fb9cb82-e6db-4620-b435-ba247ece87a2,female,democrat,black,"corporate, government civil (non civil rights), misc. private practice, law professor/academia, other exec branch experience","appointed, retention elected",2015,"january 6, 2031","november 5, 2030",High
California,Supreme Court of California,Joshua Groban,"August 15, 1973","January 3, 2019",2026,,False,,,Jerry Brown,D,Harvard,https://en.wikipedia.org/wiki/California_Supreme_Court,2026-05-19T20:06:43.639531+00:00,171.0,3b7bf5d2-3d80-41a7-a1e6-2c9f35deb69c,male,democrat,white,"corporate, other exec branch experience",appointed,"december 21, 2018","january 1, 2035","november 2, 2034",High
California,Supreme Court of California,Kelli Evans,"July 9, 1968","January 2, 2023",2026,,False,,,Gavin Newsom,D,UC Davis,https://en.wikipedia.org/wiki/California_Supreme_Court,2026-05-19T20:06:43.639531+00:00,185.0,d09061a1-9c31-4e64-b239-0ce25e8202a0,female,democrat,black,"public defender/other indigent defense, legal aid/non-govt civil rights, civil rights for govt, government civil (non civil rights), misc. private practice, judicial, other exec branch experience",appointed,"january 2, 2023","january 1, 2027","november 3, 2026",High
Colorado,Colorado Supreme Court,Monica Márquez,"April 20, 1969","December 10, 2010","January 9, 2035",2041,True,2024–present,,Bill Ritter,D,Yale,https://en.wikipedia.org/wiki/Colorado_Supreme_Court,2026-05-19T20:06:43.906691+00:00,239.0,c3bb73c7-9f41-43b5-9292-82c42bc9216f,female,democrat,latino,"prosecutor, corporate, government civil (non civil rights)","appointed, retention elected","december 10, 2010","january 13, 2025","november 5, 2024",High
Colorado,Colorado Supreme Court,Brian Boatright,"June 16, 1962","November 1, 2011","January 9, 2035",2034,False,2021–2024,,John Hickenlooper,D,Denver,https://en.wikipedia.org/wiki/Colorado_Supreme_Court,2026-05-19T20:06:43.906691+00:00,26.0,4585fcce-5a40-48ea-afb8-248951fd79ac,male,unsure,white,"prosecutor, misc. private practice, judicial","appointed, retention elected","november 21, 2011","january 13, 2025","november 5, 2024",High
Colorado,Colorado Supreme Court,William W. Hood III,1963,"January 13, 2014","January 12, 2027",2035,False,,,John Hickenlooper,D,Virginia,https://en.wikipedia.org/wiki/Colorado_Supreme_Court,2026-05-19T20:06:43.906691+00:00,343.0,57e39687-30bc-44d9-a5ef-ed0c347d77be,male,democrat,white,"prosecutor, corporate, plaintiff-side civil private practice, misc. private practice, judicial","appointed, retention elected","january 13, 2014","january 11, 2027","november 3, 2026",High
Colorado,Colorado Supreme Court,Richard L. Gabriel,"March 3, 1962","September 1, 2015","January 9, 2029",2034,False,,,John Hickenlooper,D,Penn,https://en.wikipedia.org/wiki/Colorado_Supreme_Court,2026-05-19T20:06:43.906691+00:00,275.0,d29188d5-d192-4766-8a24-e0a909f088c8,male,democrat,white,"prosecutor, corporate, plaintiff-side civil private practice, judicial","appointed, retention elected","june 23, 2015","january 7, 2029","november 7, 2028",High
Colorado,Colorado Supreme Court,Carlos Samour,1966 or 1967,"July 2, 2018","January 14, 2031",2039,False,,,John Hickenlooper,D,Denver,https://en.wikipedia.org/wiki/Colorado_Supreme_Court,2026-05-19T20:06:43.906691+00:00,38.0,f79c9546-d806-4f92-bb4f-717129ea5f87,male,unsure,latino,"prosecutor, corporate, judicial","appointed, retention elected","july 2, 2018","january 14, 2031","november 5, 2030",High
Colorado,Colorado Supreme Court,Maria Berkenkotter,1962 or 1963,"January 4, 2021","January 9, 2035",2035,False,,,Jared Polis,D,Denver,https://en.wikipedia.org/wiki/Colorado_Supreme_Court,2026-05-19T20:06:43.906691+00:00,213.0,9841d94a-e553-49da-b9a5-4d5c755771e5,female,unsure,white,"corporate, government civil (non civil rights), judicial",appointed,"january 1, 2021","january 1, 2025","november 5, 2024",High
Colorado,Colorado Supreme Court,Susan Blanco,1977 or 1978,"February 17, 2026","January 14, 2031",2049,False,,,Jared Polis,D,Boulder,https://en.wikipedia.org/wiki/Colorado_Supreme_Court,2026-05-19T20:06:43.906691+00:00,,,,,,,,,,,
Connecticut,Connecticut Supreme Court,Raheem L. Mullins,"March 10, 1978","November 1, 2017",2033,2048,True,,,Ned Lamont,D,Northeastern,https://en.wikipedia.org/wiki/Connecticut_Supreme_Court,2026-05-19T20:06:44.165536+00:00,264.0,e1bafe3b-ba68-4cef-b0f0-849f77aae08e,male,democrat,black,"prosecutor, judicial","appointed, leg confirmed","november 1, 2017","november 1, 2025",requires re-nomination and re-confirmation,High
Connecticut,Connecticut Supreme Court,Andrew J. McDonald,"March 11, 1966","January 24, 2013",2029,2036,False,,,Dannel Malloy,D,Connecticut,https://en.wikipedia.org/wiki/Connecticut_Supreme_Court,2026-05-19T20:06:44.165536+00:00,5.0,8bc86c7c-ed0a-499f-bca5-fdced395bf57,male,democrat,white,"corporate, government civil (non civil rights), legislative experience, other exec branch experience","appointed, leg confirmed","january 24, 2013","january 24, 2029",requires re-nomination and re-confirmation,High
Connecticut,Connecticut Supreme Court,Gregory D'Auria,"June 24, 1963","April 10, 2017",2033,2033,False,,,Dannel Malloy,D,Connecticut,https://en.wikipedia.org/wiki/Connecticut_Supreme_Court,2026-05-19T20:06:44.165536+00:00,121.0,59159d8b-6db2-4865-8d33-1fcb35925a51,male,democrat,white,"corporate, government civil (non civil rights)","appointed, leg confirmed","april 10, 2017","march 8, 2025",requires re-nomination and re-confirmation,High
Connecticut,Connecticut Supreme Court,Steven D. Ecker,"April 19, 1961","May 3, 2018",2026,2031,False,,,Dannel Malloy,D,Harvard,https://en.wikipedia.org/wiki/Connecticut_Supreme_Court,2026-05-19T20:06:44.165536+00:00,312.0,e9b1b2a0-f67a-4bf9-9790-e713e56152dd,male,democrat,white,"corporate, plaintiff-side civil private practice, misc. private practice, judicial","appointed, leg confirmed","may 3, 2018","may 3, 2026",requires re-nomination and re-confirmation,High
Connecticut,Connecticut Supreme Court,Joan K. Alexander,May 1962,"April 30, 2022",2030,2032,False,,,Ned Lamont,D,Connecticut,https://en.wikipedia.org/wiki/Connecticut_Supreme_Court,2026-05-19T20:06:44.165536+00:00,,,,,,,,,,,
Connecticut,Connecticut Supreme Court,Nora Dannehy,"March 11, 1961","September 26, 2023",2031,2031,False,,,Ned Lamont,D,Harvard,https://en.wikipedia.org/wiki/Connecticut_Supreme_Court,2026-05-19T20:06:44.165536+00:00,245.0,217d3d1b-a0a7-4d0e-88af-38b5d7c8e1ef,female,democrat,white,"prosecutor, other exec branch experience","appointed, leg confirmed","september 27, 2023",2031,requires re-nomination and re-confirmation,High
Connecticut,Connecticut Supreme Court,William H. Bright Jr.,"August 15, 1962","March 5, 2025",2032,2032,False,,,Ned Lamont,D,Chicago,https://en.wikipedia.org/wiki/Connecticut_Supreme_Court,2026-05-19T20:06:44.165536+00:00,339.0,49301d52-f040-4919-9e99-afb6e862de0c,male,democrat,white,"corporate, judicial","appointed, leg confirmed","march 5, 2025",2032,,High
Delaware,Delaware Supreme Court,Collins J. Seitz Jr.,"September 14, 1957","April 14, 2015",2031,,True,,Democratic,John Carney,D,Villanova,https://en.wikipedia.org/wiki/Delaware_Supreme_Court,2026-05-19T20:06:44.397790+00:00,57.0,23a534aa-85f7-4fab-b312-0726dbfeb169,male,democrat,white,"corporate, misc. private practice","appointed, leg confirmed",2015,"november 8, 2031",requires re-nomination and re-confirmation,High
Delaware,Delaware Supreme Court,Karen L. Valihura,"May 16, 1963","July 25, 2014",2026,,False,,Republican,Jack Markell,D,Pennsylvania,https://en.wikipedia.org/wiki/Delaware_Supreme_Court,2026-05-19T20:06:44.397790+00:00,178.0,a046d8be-7ec2-4f8e-9c43-426ffa1ef544,female,unsure,white,corporate,"appointed, leg confirmed","july 25, 2014","july 25, 2026",requires re-nomination and re-confirmation,High
Delaware,Delaware Supreme Court,Gary Traynor,"August 25, 1956","July 5, 2017",2029,,False,,Republican,John Carney,D,Delaware,https://en.wikipedia.org/wiki/Delaware_Supreme_Court,2026-05-19T20:06:44.397790+00:00,109.0,8c328fdf-de7e-4888-97d8-f5decf731609,male,republican,white,"public defender/other indigent defense, corporate, plaintiff-side civil private practice, misc. private practice","appointed, leg confirmed","july 5, 2017","july 5, 2029",requires re-nomination and re-confirmation,High
Delaware,Delaware Supreme Court,Abigail LeGrow,1979,"May 11, 2023",2035,,False,,Democratic,John Carney,D,Penn State (Dickinson),https://en.wikipedia.org/wiki/Delaware_Supreme_Court,2026-05-19T20:06:44.397790+00:00,0.0,b05c0db9-0b0b-472a-9fd9-8de7871b8164,female,unsure,white,"corporate, judicial","appointed, leg confirmed","may 3, 2023",2035,requires re-nomination and re-confirmation,High
Delaware,Delaware Supreme Court,N. Christopher Griffiths,,"May 22, 2023",2035,,False,,Democratic,John Carney,D,Villanova,https://en.wikipedia.org/wiki/Delaware_Supreme_Court,2026-05-19T20:06:44.397790+00:00,240.0,ea959c33-b30c-4ae2-910d-f386a606dd6c,male,unsure,black,corporate,"appointed, leg confirmed","may 3, 2023",2035,requires re-nomination and re-confirmation,High
Florida,Supreme Court of Florida,Carlos G. Muñiz,"June 25, 1969","January 22, 2019","January 5, 2027",2044,True,2022–present,,Ron DeSantis,R,Yale,https://en.wikipedia.org/wiki/Florida_Supreme_Court,2026-05-19T20:06:44.618909+00:00,39.0,bc1b7e8b-2923-4395-96ac-5063266353fa,male,republican,latino,"civil rights for govt, corporate, government civil (non civil rights), legislative experience, other exec branch experience","appointed, retention elected","january 22, 2019","january 5, 2027","november 3, 2026",High
Florida,Supreme Court of Florida,Jorge Labarga,"October 21, 1952","January 6, 2009","January 2, 2029",2027,False,2014–2018,,Charlie Crist,R,Florida,https://en.wikipedia.org/wiki/Florida_Supreme_Court,2026-05-19T20:06:44.618909+00:00,168.0,1ef99093-5ba7-4df6-99e2-8006770ccfcd,male,republican,latino,"prosecutor, public defender/other indigent defense, plaintiff-side civil private practice, judicial","appointed, retention elected","january 6, 2009","january 2, 2029","november 7, 2028",High
Florida,Supreme Court of Florida,John D. Couriel,"March 23, 1978","June 1, 2020","January 2, 2029",2053,False,,,Ron DeSantis,R,Harvard,https://en.wikipedia.org/wiki/Florida_Supreme_Court,2026-05-19T20:06:44.618909+00:00,153.0,58a6b3e7-ad8c-486a-bb94-3b5517991905,male,republican,latino,"prosecutor, corporate, misc. private practice","appointed, retention elected","june 1, 2020",january 2029,"november 7, 2028",High
Florida,Supreme Court of Florida,Jamie Grosshans,"October 27, 1978","September 14, 2020","January 2, 2029",2053,False,,,Ron DeSantis,R,Mississippi,https://en.wikipedia.org/wiki/Florida_Supreme_Court,2026-05-19T20:06:44.618909+00:00,135.0,e4ec4ed1-4ca6-490b-98b4-537f8da85494,female,unsure,white,"prosecutor, misc. private practice, judicial","appointed, retention elected","september 14, 2020",january 2029,"november 7, 2028",High
Florida,Supreme Court of Florida,Renatha Francis,"November 23, 1977","September 1, 2022","January 6, 2031",2052,False,,,Ron DeSantis,R,Florida Coastal,https://en.wikipedia.org/wiki/Florida_Supreme_Court,2026-05-19T20:06:44.618909+00:00,270.0,d47540ac-00a4-49ac-82ad-1a60b5c752dd,female,republican,black,"misc. private practice, judicial","appointed, retention elected","september 1, 2022","december 31, 2024","november 8, 2024",High
Florida,Supreme Court of Florida,Meredith Sasso,"February 15, 1983","May 25, 2023","January 6, 2031",2058,False,,,Ron DeSantis,R,Florida,https://en.wikipedia.org/wiki/Florida_Supreme_Court,2026-05-19T20:06:44.618909+00:00,232.0,c6d349e9-fa9b-41cf-af8f-e465ae2b0554,female,republican,latino,", cuban american","corporate, other exec branch experience","appointed, retention elected","may 25, 2023","january 3, 2025",High
Florida,Supreme Court of Florida,Adam Tanenbaum,"February 6, 1972","January 15, 2026","January 2, 2029",2047,False,,,Ron DeSantis,R,Georgetown,https://en.wikipedia.org/wiki/Florida_Supreme_Court,2026-05-19T20:06:44.618909+00:00,1.0,cfbd5291-301d-4e40-b39e-941000c61a63,male,republican,white,"government civil (non civil rights), judicial, legislative experience, other exec branch experience",appointed,"january 14, 2026","january 2, 2029",,High
Georgia,Supreme Court of Georgia (U.S. state),Nels S. D. Peterson,"September 17, 1978","January 1, 2017",2030,,True,2025–present,,Nathan Deal,R,Harvard,https://en.wikipedia.org/wiki/Supreme_Court_of_Georgia_(U.S._state),2026-05-19T20:06:44.867830+00:00,243.0,6343c1ff-26e4-4dcf-98e7-6d2db253bcce,male,republican,white,"corporate, government civil (non civil rights), judicial, other exec branch experience","appointed, elected, nonpartisan","january 1, 2017","december 31, 2024","november 5, 2024",High
Georgia,Supreme Court of Georgia (U.S. state),Sarah Hawkins Warren,1981 or 1982,"September 17, 2018",2026,,False,,,Nathan Deal,R,Duke,https://en.wikipedia.org/wiki/Supreme_Court_of_Georgia_(U.S._state),2026-05-19T20:06:44.867830+00:00,293.0,76aefd5f-ddfa-406e-8506-a43480e8e6c0,female,republican,white,"corporate, government civil (non civil rights), other exec branch experience","appointed, elected, nonpartisan","september 17, 2018","december 31, 2026","november 3, 2026",High
Georgia,Supreme Court of Georgia (U.S. state),Charlie Bethel,"March 3, 1976","October 2, 2018",2026,,False,,,Nathan Deal,R,Georgia,https://en.wikipedia.org/wiki/Supreme_Court_of_Georgia_(U.S._state),2026-05-19T20:06:44.867830+00:00,43.0,103bd439-1d81-45e0-916a-a24b2cc12da1,male,republican,white,"corporate, misc. private practice, judicial, legislative experience","appointed, elected, nonpartisan","october 2, 2018","december 31, 2026","november 3, 2026",High
Georgia,Supreme Court of Georgia (U.S. state),John J. Ellington,"October 26, 1960","December 19, 2018",2030,,False,,,,,Georgia,https://en.wikipedia.org/wiki/Supreme_Court_of_Georgia_(U.S._state),2026-05-19T20:06:44.867830+00:00,156.0,e8e85e5b-1741-4baf-b9b0-1e73234ce525,male,unsure,white,"misc. private practice, judicial","elected, nonpartisan","december 18, 2018","december 31, 2024","november 5, 2024",High
Georgia,Supreme Court of Georgia (U.S. state),Carla Wong McMillian,"May 27, 1973","April 10, 2020",2028,,False,,,Brian Kemp,R,Georgia,https://en.wikipedia.org/wiki/Supreme_Court_of_Georgia_(U.S._state),2026-05-19T20:06:44.867830+00:00,37.0,716b2384-ba9a-43bd-869a-0659fa1dcacd,female,republican,asian american,"corporate, misc. private practice, judicial",appointed,"april 10, 2020","december 31, 2028","november 7, 2028",High
Georgia,Supreme Court of Georgia (U.S. state),Shawn Ellen LaGrua,1962,"January 7, 2021",2028,,False,,,Brian Kemp,R,Georgia State,https://en.wikipedia.org/wiki/Supreme_Court_of_Georgia_(U.S._state),2026-05-19T20:06:44.867830+00:00,303.0,ba06d53f-8913-48cb-a753-76b452bde3a3,female,unsure,white,"prosecutor, judicial, other exec branch experience",appointed,"january 19, 2021","december 31, 2028","november 7, 2028",High
